# ID UPID X Y Z VX VY VZ DX_eff DY_eff DZ_eff Rank1 obs_SM obs_SFR SSFR Accret
2646716478.0 -1.0 10.762680 25.869410 22.680050 -139.750000 198.139999 -261.130005 9.156929 28.146072 19.679623 0.626153 11.678245 0.390935 -11.287266 0.110779
2646729982.0 -1.0 14.878690 24.408701 39.281601 -99.279999 276.720001 -381.160004 13.737946 27.588260 34.902009 0.449156 11.557507 0.649140 -10.908333 0.054509
2646717353.0 -1.0 15.461820 25.453920 23.881380 -375.660004 181.630005 -204.869995 11.145424 27.540879 21.527390 0.048967 11.536180 -0.000782 -11.537003 0.053493
2646707484.0 -1.0 10.618330 14.171630 13.383050 24.059999 135.520004 180.300003 10.894783 15.728777 15.454727 0.873824 11.601734 -0.177570 -11.779369 0.112226
2646705899.0 -1.0 8.187210 23.067930 17.223009 66.660004 300.029999 -172.830002 8.953145 26.515325 15.237163 -0.772599 11.416308 -0.823619 -12.239728 0.024459
2646729399.0 -1.0 14.447950 25.725670 36.942638 52.660000 92.370003 -237.970001 15.053022 26.787017 34.208323 -0.453950 11.355452 -0.873869 -12.229369 -0.033938
2646695430.0 -1.0 9.028050 0.934120 8.082410 11.120000 -402.399994 170.630005 9.155821 -3.689523 10.042977 0.055793 11.081707 -0.196611 -11.278107 0.110017
2646708023.0 -1.0 17.504589 16.180870 12.106940 106.889999 49.220001 14.120000 18.732773 16.746416 12.269181 -0.496609 11.507181 -0.160396 -11.667562 -0.003226
2646706645.0 -1.0 11.334810 19.957781 14.481680 -368.850006 124.269997 -26.870001 7.096662 21.385664 14.172939 0.926327 11.486005 0.622835 -10.863279 0.061495
2646730818.0 -1.0 3.300500 15.587450 47.557720 -127.099998 31.110001 -277.309998 1.840100 15.944909 44.371382 -0.136913 11.474508 0.957128 -10.517269 0.037282
2646695576.0 -1.0 12.706460 1.624570 11.213090 -135.259995 38.389999 -327.220001 11.152300 2.065677 7.453278 0.010241 11.153205 0.624076 -10.529002 0.049166
2646707155.0 -1.0 10.712700 23.514700 14.537650 -149.300003 74.949997 33.119999 8.997218 24.375888 14.918204 -0.073693 11.230449 -0.536555 -11.767004 -0.034559
2646742519.0 -1.0 2.779980 11.715470 50.047508 -215.059998 156.119995 -206.929993 0.308905 13.509315 47.669848 1.216200 11.180413 0.409595 -10.770830 0.075639
2646731020.0 2646731011.0 2.568680 17.116159 36.461430 -164.800003 100.040001 -357.790009 0.675101 18.265635 32.350363 -0.762674 11.105851 -0.836540 -11.942714 -0.611184
2646755196.0 -1.0 20.677641 12.857270 89.474747 -59.529999 262.320007 99.440002 19.993631 15.871371 90.617329 0.596225 11.526598 0.084576 -11.441892 0.076592
2646756235.0 -1.0 3.618910 9.722040 85.877098 -122.910004 154.679993 -287.230011 2.206654 11.499339 82.576777 0.432602 11.411283 -0.592949 -12.004277 0.009993
