# RA Dec Z BPTCLASS SM Dn4000 SPECSFR SM_weight
212.043600 52.680049 0.082875 5.000000 11.499703 1.941265 -12.867550 8.995312e-10
214.486380 1.720819 0.082892 2.000000 11.012978 1.356457 -10.043530 2.834683e-09
181.313320 -0.750292 0.082890 -1.000000 11.116134 2.105007 -12.549020 2.214075e-09
129.424980 35.950255 0.082888 -1.000000 11.453495 2.047786 -12.454920 1.001295e-09
186.466280 35.053109 0.082914 5.000000 11.003670 2.006840 -12.535710 2.898065e-09
183.328310 51.072182 0.082913 -1.000000 11.013355 1.974743 -12.260080 2.832186e-09
137.385240 56.217332 0.082923 -1.000000 11.032125 1.870777 -12.117260 2.707551e-09
159.171420 35.885827 0.082937 -1.000000 11.122318 1.972328 -12.245980 2.182202e-09
235.576150 4.350180 0.082958 5.000000 11.110067 1.973039 -12.525500 2.246581e-09
160.320760 33.899247 0.082963 -1.000000 11.417726 2.033714 -12.391040 1.088064e-09
186.118660 14.015373 0.082965 4.000000 11.100212 1.986940 -12.477890 2.300325e-09
132.382500 42.466849 0.082962 -1.000000 11.042708 1.902157 -11.792270 2.639482e-09
184.730210 51.542348 0.082968 4.000000 11.013803 1.322784 -10.104830 2.828448e-09
214.706110 20.340938 0.082969 -1.000000 11.052532 1.978378 -12.359150 2.578095e-09
213.546610 16.899022 0.082969 5.000000 11.151646 1.785184 -12.014120 2.034998e-09
214.573380 40.809281 0.082975 1.000000 11.125686 1.421669 -10.247520 2.164763e-09
221.173570 7.041393 0.082980 -1.000000 11.013325 1.833111 -12.517580 2.832186e-09
155.519510 44.862262 0.082986 5.000000 11.255847 1.977354 -12.826470 1.589944e-09
212.514500 -0.355839 0.082989 -1.000000 11.284574 1.994832 -12.387380 1.485769e-09
160.883110 35.159751 0.082992 -1.000000 11.023507 1.929449 -12.130880 2.763484e-09
213.032080 34.260491 0.083001 5.000000 11.248810 1.777196 -11.631940 1.616505e-09
149.381980 31.216941 0.083000 4.000000 11.049289 2.020464 -12.428980 2.597971e-09
220.164030 9.199710 0.083007 -1.000000 11.013886 1.920491 -12.167610 2.828448e-09
187.552940 13.455288 0.083010 5.000000 11.067643 1.941028 -12.491330 2.485918e-09
217.972440 5.621419 0.083012 5.000000 11.227769 1.846338 -11.337130 1.698640e-09
227.668540 31.236286 0.083012 5.000000 11.243054 1.995468 -10.853450 1.638903e-09
198.652280 15.040795 0.083016 4.000000 11.156238 1.964664 -12.515380 2.012829e-09
183.065100 50.493653 0.083018 3.000000 11.054636 1.581718 -10.721130 2.564959e-09
152.789020 7.438245 0.083034 3.000000 11.069966 1.473021 -10.614460 2.472374e-09
182.664370 36.614492 0.083042 -1.000000 11.335492 2.045119 -12.313190 1.318531e-09
155.202550 13.872917 0.083051 -1.000000 11.071521 1.872687 -12.105610 2.463055e-09
231.385970 29.171630 0.083062 1.000000 11.001292 1.433083 -10.121760 2.914857e-09
199.325300 15.439494 0.083063 5.000000 11.314040 1.967764 -12.148450 1.386362e-09
182.716150 47.389367 0.083062 5.000000 11.297847 1.688616 -11.237570 1.440377e-09
179.419500 39.707431 0.083071 -1.000000 11.148126 1.957800 -12.450000 2.051842e-09
163.179020 31.344859 0.083074 5.000000 11.081460 1.972234 -12.620940 2.405128e-09
149.260910 49.951647 0.083075 5.000000 11.165307 1.972405 -12.605190 1.970225e-09
162.134720 31.836130 0.083101 -1.000000 11.131220 2.025672 -12.612620 2.136398e-09
230.947510 17.204651 0.083112 5.000000 11.230934 1.853985 -11.813480 1.686212e-09
26.787978 -0.037093 0.083116 -1.000000 11.049396 1.882197 -12.039600 2.596861e-09
135.796440 54.064347 0.083128 2.000000 11.440879 2.014552 -12.736750 1.030827e-09
206.544000 7.366975 0.083128 5.000000 11.069596 1.872031 -12.451100 2.474451e-09
124.176130 9.855537 0.083132 5.000000 11.056524 1.928052 -12.431820 2.552996e-09
148.508660 15.912164 0.083146 5.000000 11.161527 1.999233 -12.304490 1.987891e-09
129.523720 23.233086 0.083146 3.000000 11.126275 1.552683 -10.743580 2.161298e-09
132.793750 27.851231 0.083155 3.000000 11.300436 1.820625 -11.767820 1.431426e-09
192.307310 15.252903 0.083157 4.000000 11.142542 1.607575 -11.872820 2.079516e-09
149.570640 27.676682 0.083162 -1.000000 11.034916 1.843436 -12.140630 2.688859e-09
169.451980 12.010099 0.083162 -1.000000 11.005532 1.887400 -12.356730 2.885236e-09
150.296080 31.129428 0.083177 2.000000 11.020261 1.595522 -10.714170 2.785319e-09
198.707710 55.326701 0.083176 2.000000 11.042980 1.493755 -10.489720 2.637215e-09
221.403460 34.310907 0.083179 -1.000000 11.136112 1.976791 -12.212370 2.111885e-09
121.839470 51.915635 0.083180 -1.000000 11.130850 1.997609 -12.530860 2.138103e-09
228.522060 20.062336 0.083179 5.000000 11.339147 1.890735 -11.804950 1.307082e-09
134.125870 23.033226 0.083185 5.000000 11.101237 1.884553 -12.352290 2.294685e-09
144.170480 6.186317 0.083188 -1.000000 11.144406 1.967849 -12.277780 2.070507e-09
141.791170 4.362985 0.083190 4.000000 11.092302 1.726609 -11.721740 2.344193e-09
136.490540 19.202392 0.083189 4.000000 11.088820 2.016779 -12.457610 2.363619e-09
158.876680 25.635016 0.083197 -1.000000 11.096704 2.018680 -12.779360 2.319260e-09
129.807350 27.075728 0.083205 -1.000000 11.132472 1.847922 -11.977600 2.129597e-09
211.255740 52.772376 0.083209 5.000000 11.111922 1.804367 -11.551300 2.236581e-09
210.256580 28.398442 0.083222 2.000000 11.117626 1.943966 -12.689870 2.206938e-09
150.669210 50.043063 0.083229 -1.000000 11.311749 1.983215 -12.357800 1.393977e-09
178.659910 52.101601 0.083234 -1.000000 11.201326 2.039736 -12.549530 1.808786e-09
216.435840 32.360895 0.083237 2.000000 11.298150 1.858662 -12.103060 1.439379e-09
188.541580 3.518508 0.083242 -1.000000 11.165610 1.865845 -12.407390 1.968699e-09
190.383850 53.882585 0.083246 3.000000 11.043703 1.484163 -10.632930 2.632690e-09
223.720420 25.614641 0.083262 -1.000000 11.233489 1.916543 -12.505380 1.676358e-09
169.985390 29.793723 0.083260 5.000000 11.109249 1.970192 -11.692170 2.251147e-09
181.596620 42.579797 0.083266 -1.000000 11.028959 1.856137 -12.069730 2.727604e-09
153.968020 30.113510 0.083263 5.000000 11.181717 1.683200 -11.412010 1.894391e-09
159.400430 2.654270 0.083263 5.000000 11.032664 1.999718 -12.327660 2.704033e-09
190.538620 9.479390 0.083278 4.000000 11.145481 2.017274 -12.621940 2.064802e-09
159.896750 32.723049 0.083285 5.000000 11.335605 1.826121 -12.250620 1.318088e-09
177.557750 12.527538 0.083291 -1.000000 11.102619 2.004082 -12.271650 2.287194e-09
123.456570 32.357522 0.083291 5.000000 11.146696 1.824832 -10.941880 2.059118e-09
192.976460 54.961120 0.083295 5.000000 11.129735 2.000615 -12.480840 2.144084e-09
189.309670 10.181647 0.083302 5.000000 11.024219 1.879724 -11.051040 2.758663e-09
224.542710 2.784810 0.083304 -1.000000 11.159389 2.044574 -12.407290 1.997972e-09
175.242690 14.869504 0.083308 3.000000 11.132102 1.513380 -10.554210 2.132144e-09
132.115740 22.633656 0.083341 -1.000000 11.302457 2.050091 -12.593630 1.424517e-09
121.711660 52.585353 0.083338 3.000000 11.379316 1.305807 -9.763488 1.189991e-09
236.769370 32.078854 0.083337 2.000000 11.064462 1.953861 -12.364710 2.504837e-09
140.967590 6.421522 0.083353 -1.000000 11.078254 1.857525 -12.150000 2.424231e-09
219.985350 48.513371 0.083362 -1.000000 11.188589 1.837743 -11.940860 1.864313e-09
202.482520 0.118888 0.083377 3.000000 11.006963 1.692092 -10.916180 2.875028e-09
207.093050 49.421582 0.083379 4.000000 11.070919 1.560592 -11.981140 2.467191e-09
129.969580 10.753590 0.083380 -1.000000 11.298803 1.953200 -12.221100 1.436887e-09
179.867870 25.434422 0.083395 -1.000000 11.214876 1.890472 -12.297200 1.751564e-09
220.514930 34.587002 0.083393 5.000000 11.173717 1.916680 -12.133480 1.931061e-09
160.033400 4.693319 0.083418 2.000000 11.112114 1.582396 -10.861110 2.235675e-09
342.739720 -0.284213 0.083418 -1.000000 11.057358 2.038696 -12.358820 2.548665e-09
121.580170 33.882037 0.083445 -1.000000 11.073588 1.918078 -11.774720 2.450704e-09
175.159110 9.382559 0.083443 2.000000 11.020394 1.649233 -10.936020 2.784100e-09
177.358840 -0.305052 0.083447 5.000000 11.249265 1.875099 -12.266350 1.614755e-09
198.484430 12.433752 0.083453 1.000000 11.232121 1.338489 -9.926975 1.681275e-09
175.091820 15.624905 0.083455 -1.000000 11.377202 2.005372 -12.454940 1.195790e-09
178.518480 12.398176 0.083452 1.000000 11.090578 1.748007 -10.789140 2.353879e-09
162.763380 15.276261 0.083452 -1.000000 11.027851 1.994583 -12.526030 2.734729e-09
183.638290 28.297435 0.083456 5.000000 11.325082 1.917424 -12.555000 1.350953e-09
127.522540 43.759194 0.083455 -1.000000 11.059622 1.798810 -12.155620 2.534657e-09
180.891110 2.018464 0.083472 4.000000 11.268660 1.814030 -11.717620 1.542399e-09
171.992090 11.453266 0.083475 5.000000 11.284591 1.752335 -11.224680 1.485769e-09
215.424050 32.570941 0.083475 5.000000 11.224322 1.664329 -12.411290 1.713086e-09
167.846020 11.127351 0.083476 -1.000000 11.164917 2.019186 -12.532990 1.971753e-09
197.777290 2.054074 0.083485 -1.000000 11.256954 1.988585 -12.389330 1.585954e-09
222.713710 25.797689 0.083481 -1.000000 11.272207 1.953118 -12.168820 1.529866e-09
147.678090 25.964482 0.083485 -1.000000 11.118550 1.942330 -12.251650 2.201606e-09
157.192990 3.902413 0.083491 5.000000 11.194016 1.810738 -11.849420 1.840436e-09
239.426590 27.004708 0.083493 5.000000 11.156898 1.865296 -12.341260 2.009689e-09
208.129220 4.934718 0.083493 5.000000 11.321286 1.985979 -12.583740 1.362927e-09
220.852250 7.657368 0.083505 -1.000000 11.171896 1.903981 -12.233950 1.939257e-09
208.082490 18.136661 0.083514 -1.000000 11.179826 1.917462 -12.377720 1.903105e-09
223.214410 44.233209 0.083517 5.000000 11.077658 1.752967 -12.020740 2.427265e-09
187.044340 13.504482 0.083515 5.000000 11.041677 1.751841 -11.073780 2.645160e-09
158.318970 26.996504 0.083529 -1.000000 11.305360 2.136976 -13.074490 1.415211e-09
181.008210 1.444898 0.083534 4.000000 11.131872 1.779250 -12.464800 2.132994e-09
147.415370 22.582467 0.083534 2.000000 11.172351 2.036572 -12.446670 1.937017e-09
150.692800 41.600142 0.083538 4.000000 11.062420 1.837627 -11.761540 2.517559e-09
128.386470 40.697356 0.083551 4.000000 11.246862 1.634205 -11.850000 1.624121e-09
177.029110 41.983026 0.083557 -1.000000 11.082906 1.986725 -12.480860 2.397146e-09
159.356120 16.228749 0.083564 4.000000 11.065917 1.927908 -12.786630 2.496405e-09
141.035620 4.012839 0.083567 -1.000000 11.393420 1.966085 -12.416070 1.151549e-09
200.023290 14.249156 0.083565 -1.000000 11.169137 1.976209 -12.483110 1.952017e-09
143.521610 23.937202 0.083574 5.000000 11.123719 1.825929 -10.536640 2.175204e-09
177.279450 11.044106 0.083576 -1.000000 11.339013 1.985554 -12.510130 1.307520e-09
195.492610 30.027149 0.083600 -1.000000 11.000900 1.818409 -11.941140 2.917452e-09
136.556230 40.186654 0.083601 5.000000 11.062145 1.716577 -12.196590 2.519687e-09
133.307510 23.998942 0.083601 -1.000000 11.004874 1.944696 -12.291670 2.890358e-09
223.940720 -0.334961 0.083608 -1.000000 11.281001 1.965988 -12.422970 1.498340e-09
130.838280 28.831019 0.083606 -1.000000 11.230803 1.985735 -12.434910 1.686830e-09
159.940140 5.458493 0.083615 -1.000000 11.027183 1.963189 -12.514060 2.739494e-09
222.707820 25.299875 0.083619 4.000000 11.106428 1.612306 -12.453720 2.265842e-09
175.736940 9.882316 0.083616 4.000000 11.150126 1.921866 -12.991670 2.042194e-09
206.948870 23.367222 0.083620 3.000000 11.078616 1.548340 -10.909190 2.422210e-09
221.657750 4.405835 0.083625 4.000000 11.037340 1.750503 -11.774480 2.673800e-09
131.651270 6.723613 0.083634 -1.000000 11.072922 2.044649 -12.344620 2.454812e-09
171.343030 4.268168 0.083648 -1.000000 11.029660 1.905438 -12.248610 2.722868e-09
135.223290 53.083164 0.083651 -1.000000 11.246165 1.938526 -12.447370 1.626474e-09
229.297270 14.653739 0.083657 -1.000000 11.330095 1.923226 -12.284740 1.335059e-09
137.522530 6.783492 0.083661 -1.000000 11.033215 1.987094 -11.963640 2.699352e-09
238.436700 35.482034 0.083685 5.000000 11.179952 1.994823 -12.878870 1.902377e-09
180.266340 57.109074 0.083701 2.000000 11.209967 1.617601 -11.469120 1.771904e-09
188.658030 -2.321610 0.083719 -1.000000 11.355805 1.896165 -12.212090 1.257200e-09
186.985070 52.523475 0.083727 5.000000 11.374705 1.905315 -11.894680 1.202801e-09
159.120860 28.858266 0.083731 2.000000 11.179963 1.863573 -12.261630 1.902377e-09
122.794300 52.389519 0.083747 -1.000000 11.157049 1.976864 -12.553100 2.008905e-09
231.858770 3.043193 0.083743 5.000000 11.211208 1.793842 -11.742310 1.766625e-09
211.414500 40.032164 0.083752 5.000000 11.124648 1.873167 -12.220480 2.169975e-09
223.783870 -1.048065 0.083764 5.000000 11.278246 1.876244 -11.699490 1.508396e-09
132.265250 53.749330 0.083769 5.000000 11.205832 1.618950 -12.184850 1.789211e-09
143.927930 23.746259 0.083769 5.000000 11.198006 1.841784 -12.367330 1.823143e-09
158.779560 34.343032 0.083771 -1.000000 11.197519 1.944342 -12.452780 1.825206e-09
211.191260 -0.819202 0.083776 -1.000000 11.259858 1.992224 -12.484160 1.575192e-09
157.358800 27.361233 0.083779 -1.000000 11.147264 1.932014 -12.174020 2.055880e-09
163.503470 16.812020 0.083779 2.000000 11.250568 1.958777 -12.349550 1.610099e-09
235.421250 15.960103 0.083782 2.000000 11.212027 1.876881 -11.719630 1.763336e-09
154.172880 45.343392 0.083790 -1.000000 11.097603 1.908500 -12.210780 2.314506e-09
229.783990 28.273855 0.083791 5.000000 11.008180 1.805644 -11.964360 2.867405e-09
196.401460 6.589940 0.083801 3.000000 11.084985 1.841134 -12.204460 2.385240e-09
161.875910 16.428823 0.083823 4.000000 11.143252 1.811590 -11.161410 2.076234e-09
227.414420 32.441992 0.083832 -1.000000 11.008162 1.864219 -12.163220 2.867405e-09
160.076580 38.906938 0.083833 -1.000000 11.134753 1.902122 -12.493690 2.118609e-09
135.734700 8.745441 0.083843 -1.000000 11.018725 1.922147 -12.060200 2.795098e-09
147.298490 23.198428 0.083848 -1.000000 11.129814 2.045376 -12.283850 2.143228e-09
226.702230 23.850947 0.083852 1.000000 11.022776 1.229500 -10.040230 2.768316e-09
132.638620 19.458015 0.083864 5.000000 11.085389 1.775830 -12.009300 2.383263e-09
235.850360 24.667415 0.083880 5.000000 11.009996 1.957326 -12.260110 2.854759e-09
159.999310 3.112298 0.083891 2.000000 11.230515 1.597605 -10.692820 1.688068e-09
197.994880 48.283747 0.083887 5.000000 11.115284 1.985837 -12.675000 2.218552e-09
183.108350 36.450867 0.083898 -1.000000 11.108422 1.936979 -12.280770 2.255725e-09
132.617750 31.922788 0.083902 1.000000 11.051723 1.503627 -9.735105 2.582494e-09
122.951440 15.192739 0.083918 -1.000000 11.212729 2.036416 -12.571350 1.760711e-09
146.762580 23.270629 0.083932 -1.000000 11.024038 1.926775 -12.426520 2.759867e-09
134.255370 30.983278 0.083935 -1.000000 11.144966 1.932445 -12.310420 2.067245e-09
184.339860 21.231917 0.083944 2.000000 11.285558 2.003039 -12.639250 1.482648e-09
192.301780 28.100591 0.083944 -1.000000 11.009716 1.918923 -12.238890 2.856020e-09
202.222200 -1.434079 0.083947 -1.000000 11.244340 2.128143 -12.939660 1.633560e-09
180.464500 18.354364 0.083949 3.000000 11.020550 1.703355 -10.819230 2.782881e-09
217.931400 35.598886 0.083947 -1.000000 11.113834 2.119851 -12.059170 2.226640e-09
162.045350 31.048029 0.083951 -1.000000 11.075377 2.016760 -12.463640 2.440476e-09
210.951230 9.553352 0.083961 5.000000 11.368071 1.974841 -12.640690 1.221769e-09
222.138160 25.517241 0.083970 5.000000 11.226388 1.883179 -11.497520 1.704273e-09
25.204804 0.090581 0.083981 5.000000 11.040584 1.796762 -12.175740 2.653137e-09
180.407520 3.261047 0.083981 -1.000000 11.180783 1.970680 -12.170200 1.898741e-09
244.021200 24.505457 0.083987 -1.000000 11.258513 1.837282 -12.312220 1.579711e-09
122.535500 35.275283 0.083991 -1.000000 11.453867 1.890579 -12.512380 1.000381e-09
204.919100 0.040159 0.083996 5.000000 11.063279 1.792431 -11.171170 2.512248e-09
190.613160 10.915079 0.084013 -1.000000 11.013036 1.962101 -10.901240 2.833434e-09
249.992800 38.732669 0.084021 5.000000 11.135626 1.767416 -11.591670 2.113563e-09
242.986640 20.950253 0.084022 -1.000000 11.314213 2.049013 -12.411450 1.385888e-09
233.105560 21.355802 0.084039 5.000000 11.326814 1.977988 -12.426230 1.345475e-09
158.632400 15.228992 0.084046 5.000000 11.183272 2.018088 -12.544290 1.887890e-09
178.268780 12.960981 0.084046 -1.000000 11.053158 1.994217 -12.530990 2.573706e-09
134.430880 8.863709 0.084047 3.000000 11.085444 1.795837 -11.740910 2.382276e-09
230.903140 28.643094 0.084046 3.000000 11.396853 1.811329 -11.980770 1.142385e-09
195.343250 9.455673 0.084045 -1.000000 11.442228 2.055070 -12.534380 1.027663e-09
157.450800 24.643635 0.084052 1.000000 11.126869 1.680101 -10.725870 2.158704e-09
133.404020 27.613807 0.084050 -1.000000 11.183726 2.015465 -12.498310 1.885730e-09
193.444160 31.044545 0.084059 -1.000000 11.036822 1.886421 -12.320100 2.676110e-09
126.320290 34.082465 0.084073 5.000000 11.224339 1.814058 -12.226250 1.712455e-09
224.435490 25.701136 0.084088 -1.000000 11.027534 1.964478 -12.214620 2.737110e-09
149.730840 15.862069 0.084092 2.000000 11.072556 1.526958 -10.432010 2.456869e-09
213.807050 41.674328 0.084106 -1.000000 11.367709 2.046738 -12.613980 1.222569e-09
197.202620 20.956574 0.084109 -1.000000 11.026418 1.904677 -12.123030 2.744269e-09
137.039670 18.690590 0.084110 5.000000 11.263883 1.944562 -12.478640 1.560069e-09
215.225390 1.861927 0.084115 -1.000000 11.257091 1.997142 -12.335050 1.585385e-09
143.101610 32.061953 0.084136 4.000000 11.019026 1.672767 -10.929490 2.793873e-09
197.444140 44.730690 0.084134 -1.000000 11.399426 1.908781 -12.340390 1.135487e-09
17.071376 -0.045988 0.084141 -1.000000 11.071862 2.047526 -12.486310 2.460991e-09
212.916050 10.738423 0.084140 2.000000 11.001397 1.742109 -10.532480 2.913561e-09
125.906270 21.894507 0.084147 5.000000 11.008462 1.727142 -11.827040 2.864870e-09
223.992860 32.625718 0.084169 2.000000 11.013896 1.905146 -11.635710 2.828448e-09
192.454670 24.843754 0.084170 -1.000000 11.135783 1.884524 -12.433520 2.113563e-09
150.459280 10.330921 0.084188 2.000000 11.084560 1.861424 -12.004950 2.388209e-09
221.121830 4.744723 0.084189 4.000000 11.463277 1.959491 -10.870110 9.787872e-10
215.253770 30.256659 0.084194 -1.000000 11.354560 1.803702 -12.502170 1.260944e-09
129.798630 24.337406 0.084204 -1.000000 11.095142 1.945783 -12.639290 2.327850e-09
159.545490 30.308405 0.084204 1.000000 11.016094 1.566905 -10.192980 2.813560e-09
200.465270 6.614934 0.084213 5.000000 11.001826 1.688423 -11.353810 2.910970e-09
142.415540 7.764445 0.084232 -1.000000 11.176212 1.973647 -12.164220 1.919960e-09
202.529020 0.509625 0.084229 -1.000000 11.372328 1.972941 -12.608770 1.209473e-09
159.653360 38.414997 0.084244 -1.000000 11.149675 1.948320 -12.569540 2.044600e-09
210.611410 9.638988 0.084244 5.000000 11.088611 1.866056 -12.411180 2.364596e-09
158.814000 4.924118 0.084259 -1.000000 11.150461 1.965856 -12.462890 2.040592e-09
193.967590 30.715080 0.084261 2.000000 11.476457 1.956268 -12.733840 9.492673e-10
130.848650 28.382437 0.084267 5.000000 11.038631 1.858069 -11.644040 2.664590e-09
193.073310 37.164284 0.084275 -1.000000 11.122423 1.953442 -12.326970 2.181326e-09
133.585370 55.380736 0.084282 4.000000 11.130996 1.437178 -10.950790 2.137250e-09
128.501510 31.772483 0.084292 -1.000000 11.195608 1.919434 -12.371810 1.833492e-09
194.210080 30.278797 0.084297 4.000000 11.202359 1.855381 -12.193690 1.804035e-09
217.731790 34.241156 0.084305 4.000000 11.101379 1.954957 -12.178090 2.293747e-09
115.252710 43.326136 0.084304 -1.000000 11.268833 1.979418 -12.514200 1.541851e-09
135.928010 26.838913 0.084306 4.000000 11.003723 1.881966 -12.082970 2.898065e-09
170.278320 16.958524 0.084311 5.000000 11.118094 1.771532 -11.284780 2.204270e-09
193.081420 13.358136 0.084311 5.000000 11.391811 1.982842 -12.588660 1.155613e-09
162.401940 15.493168 0.084314 2.000000 11.150031 2.068887 -12.290740 2.042995e-09
122.217870 14.862577 0.084318 5.000000 11.230262 1.776729 -12.323760 1.688688e-09
156.692320 23.794885 0.084319 -1.000000 11.246868 1.941990 -12.240500 1.624121e-09
130.240170 30.121968 0.084322 1.000000 11.002690 1.302571 -9.961865 2.905799e-09
195.504330 12.439810 0.084335 -1.000000 11.200898 2.011664 -12.441750 1.810147e-09
135.042760 30.387964 0.084335 4.000000 11.122887 1.891320 -12.124640 2.178699e-09
198.021310 44.202427 0.084337 -1.000000 11.189865 1.997962 -12.537500 1.858657e-09
171.178560 20.163233 0.084343 -1.000000 11.013025 1.909069 -12.423630 2.833434e-09
150.835110 13.059261 0.084354 -1.000000 11.207550 1.822787 -12.118330 1.781861e-09
145.333500 8.679405 0.084368 2.000000 11.067413 1.733335 -10.825320 2.488010e-09
195.582730 -2.041139 0.084376 4.000000 11.014570 1.739481 -11.772070 2.823473e-09
136.349900 56.399371 0.084381 4.000000 11.278623 1.797729 -12.333030 1.506802e-09
160.880220 19.356617 0.084388 -1.000000 11.076928 1.843441 -12.012180 2.431320e-09
235.579340 3.859480 0.084399 5.000000 11.067388 2.000560 -13.002430 2.488010e-09
252.354010 33.137869 0.084403 -1.000000 11.049263 1.944120 -12.397020 2.597971e-09
147.945330 0.330477 0.084409 5.000000 11.096548 1.813895 -11.307140 2.320212e-09
200.899250 6.067199 0.084413 -1.000000 11.352929 2.018279 -12.591670 1.265541e-09
134.130230 39.080727 0.084418 5.000000 11.136027 1.851059 -12.208420 2.111885e-09
235.291490 22.387298 0.084425 5.000000 11.129157 1.882284 -12.354020 2.146654e-09
135.816080 28.259070 0.084425 -1.000000 11.052021 2.020365 -12.255680 2.581393e-09
131.813100 18.139394 0.084435 -1.000000 11.183678 1.984315 -12.502130 1.885730e-09
26.181221 0.450968 0.084437 5.000000 11.088305 1.920086 -12.299430 2.366551e-09
205.603500 2.276783 0.084442 -1.000000 11.010978 1.863553 -12.085390 2.848465e-09
224.572980 33.168138 0.084441 -1.000000 11.068955 1.888731 -12.037360 2.478612e-09
173.813470 10.015433 0.084458 -1.000000 11.120419 0.000000 -12.570970 2.191875e-09
178.385870 40.560996 0.084459 -1.000000 11.188384 2.008786 -12.340450 1.865021e-09
153.534110 30.033472 0.084455 5.000000 11.030342 1.655271 -11.272260 2.718142e-09
203.806190 -1.611561 0.084460 -1.000000 11.120399 1.954266 -12.355240 2.191875e-09
172.437890 4.581808 0.084460 5.000000 11.318562 1.547650 -10.763970 1.371769e-09
156.617390 24.188710 0.084462 -1.000000 11.085535 1.846751 -11.955770 2.382276e-09
194.650980 36.132092 0.084465 5.000000 11.080349 1.900880 -12.369880 2.412142e-09
218.025750 32.524184 0.084476 -1.000000 11.249436 1.962720 -12.432590 1.614172e-09
135.046700 21.363757 0.084477 2.000000 11.243237 1.453578 -9.908580 1.637713e-09
234.948170 3.420416 0.084478 -1.000000 11.319905 1.932413 -12.458330 1.367571e-09
136.911710 19.062496 0.084480 5.000000 11.050359 1.925186 -12.480370 2.591323e-09
342.249100 -0.039409 0.084489 -1.000000 11.362761 2.096397 -12.477420 1.236670e-09
184.110530 56.799277 0.084490 -1.000000 11.053342 1.959271 -12.272530 2.572610e-09
158.368690 15.877633 0.084491 5.000000 11.237713 1.682700 -11.425760 1.659301e-09
233.000310 17.465486 0.084495 -1.000000 11.035807 2.072777 -12.604850 2.683054e-09
210.797140 22.308973 0.084499 1.000000 11.086158 1.438846 -10.029780 2.378331e-09
195.055490 29.620304 0.084506 -1.000000 11.043994 1.881060 -12.247450 2.631560e-09
220.274080 30.035783 0.084505 5.000000 11.092785 1.804223 -12.278430 2.341297e-09
144.985690 23.989631 0.084512 5.000000 11.165787 1.483658 -11.877850 1.967937e-09
217.453030 33.143453 0.084511 5.000000 11.246260 1.923156 -12.510480 1.626474e-09
164.569260 16.883615 0.084513 3.000000 11.137872 1.581675 -10.885790 2.102687e-09
123.253440 36.533013 0.084526 2.000000 11.047865 1.909617 -12.476670 2.606871e-09
134.601280 32.223942 0.084526 2.000000 11.041092 1.525220 -10.497120 2.649715e-09
226.625410 8.210430 0.084528 5.000000 11.041759 1.958092 -12.579440 2.645160e-09
201.361520 13.906122 0.084534 5.000000 11.083413 1.911459 -11.510810 2.394162e-09
179.508310 25.539453 0.084542 5.000000 11.017051 1.985166 -11.803750 2.806155e-09
214.412370 41.952713 0.084541 2.000000 11.002007 1.960848 -12.572160 2.909676e-09
254.309790 34.024018 0.084538 5.000000 11.326270 1.986389 -12.588820 1.347298e-09
135.461300 29.009081 0.084548 2.000000 11.051951 1.520280 -10.960100 2.581393e-09
142.093890 32.216910 0.084545 -1.000000 11.042400 1.913807 -12.460920 2.640616e-09
216.393170 0.332478 0.084555 -1.000000 11.018421 1.926016 -12.245680 2.797550e-09
177.312010 12.792915 0.084562 -1.000000 11.243594 1.974750 -12.460980 1.636525e-09
192.391500 11.817477 0.084565 3.000000 11.106935 1.542959 -10.937570 2.263998e-09
151.514160 41.649751 0.084571 2.000000 11.129586 1.624450 -10.638220 2.144940e-09
187.552730 53.993888 0.084573 -1.000000 11.079700 1.867283 -10.598390 2.415157e-09
214.827820 1.972179 0.084581 5.000000 11.057029 1.836457 -12.344810 2.549747e-09
216.995630 33.312001 0.084592 2.000000 11.028642 1.667596 -11.459010 2.729976e-09
219.728500 5.354681 0.084591 5.000000 11.363526 1.856339 -10.995410 1.234642e-09
180.800170 51.812512 0.084591 -1.000000 11.279445 1.931871 -12.223460 1.504151e-09
125.443480 11.804781 0.084598 -1.000000 11.028022 1.837476 -12.195040 2.733540e-09
236.102380 22.062490 0.084607 -1.000000 11.252719 2.006512 -12.535780 1.601996e-09
131.116160 27.390231 0.084616 2.000000 11.054258 1.961809 -12.280520 2.567142e-09
169.989340 13.429281 0.084617 2.000000 11.166100 2.067872 -12.630360 1.966413e-09
164.209100 59.360596 0.084626 -1.000000 11.081281 1.971530 -12.430080 2.406129e-09
212.161650 4.456545 0.084624 -1.000000 11.244786 1.991289 -12.432610 1.631785e-09
147.977550 32.636254 0.084633 -1.000000 11.186378 2.050210 -12.825000 1.873553e-09
183.075020 37.790115 0.084640 -1.000000 11.188842 2.035125 -12.465240 1.862897e-09
218.659170 38.877173 0.084639 -1.000000 11.076923 1.850917 -11.571570 2.431320e-09
210.914900 48.797924 0.084653 3.000000 11.010054 1.595354 -11.465200 2.854759e-09
136.012400 52.460022 0.084662 -1.000000 11.145958 2.015948 -12.874750 2.062364e-09
192.662850 14.211391 0.084666 4.000000 11.011786 1.464780 -10.605760 2.842189e-09
136.564750 46.605289 0.084697 3.000000 11.143086 1.874488 -12.204260 2.077054e-09
213.487730 52.764497 0.084699 3.000000 11.343758 1.525828 -10.777500 1.293176e-09
