# RA Dec Z BPTCLASS SM Dn4000 SPECSFR SM_weight
178.443190 10.403152 0.021692 1.000000 10.666785 1.485768 -10.484670 6.570379e-09
141.095350 28.293032 0.021709 -1.000000 10.501049 1.518737 -10.976560 9.882615e-09
163.129650 7.224913 0.021737 1.000000 10.593904 1.314763 -10.277930 7.859987e-09
196.960540 18.415501 0.021723 -1.000000 10.962371 1.993917 -12.487160 3.200909e-09
164.687080 59.510694 0.021758 4.000000 10.735543 1.821630 -11.557390 5.550421e-09
182.576070 26.430736 0.021760 -1.000000 10.820391 1.958599 -12.454550 4.513014e-09
203.951030 2.998927 0.021771 4.000000 10.970611 1.471261 -10.673510 3.138465e-09
161.914030 26.294815 0.021772 1.000000 10.779482 1.593207 -10.478550 4.986201e-09
160.614410 2.761314 0.021780 3.000000 10.704601 1.921512 -12.177130 5.986682e-09
179.350930 27.877519 0.021789 -1.000000 10.771809 2.030854 -12.495310 5.081089e-09
163.980260 36.861519 0.021803 4.000000 10.823574 1.811823 -12.539290 4.478098e-09
209.447910 17.510529 0.021812 -1.000000 10.550453 1.908378 -12.028490 8.747613e-09
179.495990 23.124897 0.021849 4.000000 10.883820 1.671489 -11.307250 3.869172e-09
158.837530 3.558378 0.021857 2.000000 10.530550 1.765768 -10.714510 9.190375e-09
183.899380 28.177643 0.021891 4.000000 10.800335 1.884656 -12.164810 4.740404e-09
145.759120 37.823147 0.021913 1.000000 10.725132 1.514840 -10.405030 5.695200e-09
201.932700 62.766563 0.021922 3.000000 10.508789 1.568401 -11.543700 9.696580e-09
167.231920 26.610507 0.021917 2.000000 10.614369 1.659664 -10.678860 7.472921e-09
150.263090 36.618611 0.021937 5.000000 10.818614 1.876008 -12.125440 4.534140e-09
138.609300 36.112273 0.021973 4.000000 10.671622 2.012387 -12.169150 6.493335e-09
159.529590 4.894337 0.021994 2.000000 10.585947 1.593465 -10.519090 8.015270e-09
201.945720 17.778833 0.022009 4.000000 10.909190 1.873675 -11.162180 3.639308e-09
160.438760 15.643311 0.022029 1.000000 10.552937 1.597872 -10.675270 8.696427e-09
155.286590 16.299519 0.022033 -1.000000 10.656876 1.776575 -11.914520 6.732215e-09
179.812790 34.578234 0.022044 4.000000 10.581768 1.934216 -11.778190 8.097035e-09
163.899610 4.377547 0.022091 4.000000 10.675949 1.950800 -12.232000 6.421267e-09
146.129560 32.812643 0.022093 4.000000 10.628066 1.958700 -12.405290 7.224619e-09
199.784320 28.506918 0.022088 -1.000000 10.841803 1.957660 -12.572870 4.284788e-09
172.921390 3.488024 0.022102 4.000000 10.918467 1.899369 -12.218560 3.558289e-09
163.658500 47.470287 0.022106 -1.000000 10.664289 1.955196 -12.487350 6.609364e-09
164.864000 46.122390 0.022165 5.000000 10.999624 1.777690 -11.768680 2.926560e-09
156.706850 34.920411 0.022204 3.000000 10.506982 1.569233 -11.286400 9.742644e-09
156.652750 16.137735 0.022217 5.000000 10.578882 1.782586 -11.505120 8.153902e-09
177.268270 27.334229 0.022258 -1.000000 10.526942 2.018649 -12.408600 9.270171e-09
125.567640 21.092562 0.022278 4.000000 10.592556 1.989197 -12.442390 7.884757e-09
226.735070 12.846833 0.022274 4.000000 10.934628 1.969455 -11.964860 3.422668e-09
180.610500 23.818845 0.022312 4.000000 10.633541 1.987015 -12.675640 7.128410e-09
174.765730 26.361731 0.022328 5.000000 10.734495 1.372395 -11.543980 5.565916e-09
145.829800 36.247822 0.022336 4.000000 10.910072 1.865354 -12.407920 3.632317e-09
155.376910 37.756687 0.022354 -1.000000 10.563138 2.057177 -12.483180 8.479221e-09
230.370830 15.137564 0.022420 4.000000 10.632627 1.863771 -12.105950 7.145774e-09
231.248030 13.445094 0.022484 -1.000000 10.762895 1.958483 -12.417710 5.192539e-09
197.996880 20.793580 0.022478 4.000000 10.565299 1.552984 -11.475000 8.435571e-09
235.647940 23.670053 0.022486 -1.000000 10.830079 1.907179 -12.470000 4.409352e-09
182.533190 35.877613 0.022490 4.000000 10.937996 1.906029 -11.938040 3.395429e-09
168.316370 3.657323 0.022500 2.000000 10.724046 1.940026 -12.223910 5.708029e-09
121.724720 22.841922 0.022519 3.000000 10.518962 1.575574 -10.900500 9.457912e-09
184.993240 25.771700 0.022521 2.000000 10.929036 2.073529 -12.419800 3.469821e-09
182.023150 25.237317 0.022527 3.000000 10.926519 2.064902 -12.518690 3.489589e-09
220.155590 31.374811 0.022548 -1.000000 10.693011 1.845180 -12.373120 6.161303e-09
182.290980 31.569507 0.022572 5.000000 10.938994 2.061465 -12.616180 3.387473e-09
151.543760 2.912888 0.022604 -1.000000 10.837530 1.966038 -12.376440 4.328723e-09
198.393410 15.991939 0.022598 4.000000 10.779939 1.779210 -11.640630 4.980851e-09
182.156000 16.142776 0.022616 -1.000000 10.817641 1.813853 -11.766050 4.543572e-09
182.706700 39.472813 0.022617 4.000000 10.972657 1.531123 -11.173880 3.122755e-09
163.198470 49.612583 0.022623 4.000000 10.763504 1.832644 -12.188890 5.184067e-09
187.781410 36.618868 0.022626 5.000000 10.608375 1.779963 -12.627140 7.584878e-09
186.731110 37.908974 0.022622 4.000000 10.852545 1.916951 -11.930850 4.175442e-09
162.365000 16.218556 0.022640 -1.000000 10.849571 1.983559 -12.425230 4.205080e-09
144.437630 2.747346 0.022647 -1.000000 10.773416 2.041708 -13.211810 5.061918e-09
209.455960 9.873381 0.022697 3.000000 10.723189 1.369124 -10.765220 5.720897e-09
200.628830 21.316413 0.022696 -1.000000 10.958258 1.979590 -12.589420 3.233508e-09
168.219680 27.443835 0.022729 4.000000 10.553748 1.883648 -11.906370 8.679454e-09
186.484610 30.843573 0.022751 1.000000 10.508367 1.655430 -10.902860 9.709711e-09
178.583630 16.241683 0.022751 -1.000000 10.738184 1.961878 -12.223600 5.516537e-09
171.504240 1.984143 0.022758 3.000000 10.697994 1.719995 -10.588430 6.083635e-09
186.747820 22.639583 0.022760 4.000000 10.841718 1.951889 -12.244380 4.284788e-09
192.833040 31.059633 0.022767 4.000000 10.633714 1.888921 -12.156110 7.124078e-09
206.096650 5.792391 0.022817 5.000000 10.975708 1.844599 -12.081080 3.100094e-09
200.987250 30.988052 0.022839 -1.000000 10.984083 1.986362 -12.140720 3.037539e-09
123.625130 43.143426 0.022856 -1.000000 10.699298 2.176557 -12.246500 6.066168e-09
155.601730 3.997317 0.022865 4.000000 10.751486 1.734921 -10.793080 5.339473e-09
192.720590 34.156864 0.022873 4.000000 10.810187 2.021479 -12.489920 4.627243e-09
180.522680 17.823224 0.022940 4.000000 10.759410 1.963314 -12.475280 5.238043e-09
156.036230 13.572923 0.022965 4.000000 10.612999 1.763180 -10.885370 7.496061e-09
144.576660 4.094132 0.022991 3.000000 10.864276 1.551050 -12.664080 4.057641e-09
177.644850 50.528974 0.023001 3.000000 10.845870 1.921688 -11.409690 4.243604e-09
175.758490 23.944434 0.023012 1.000000 10.636209 1.492890 -10.563850 7.080953e-09
175.880980 22.725445 0.023007 3.000000 10.814394 1.474963 -10.864720 4.579179e-09
189.518930 33.458829 0.023004 4.000000 10.944987 2.088020 -12.883330 3.338704e-09
185.413220 40.848931 0.023032 3.000000 10.862928 1.406891 -11.116480 4.071864e-09
143.731550 11.680892 0.023040 4.000000 10.708015 1.900151 -12.732860 5.938985e-09
152.048180 42.418680 0.023037 4.000000 10.534951 1.626660 -10.757050 9.087415e-09
46.152372 -0.037408 0.023048 3.000000 10.576024 1.734725 -11.044840 8.211308e-09
123.197870 44.357364 0.023049 4.000000 10.653395 1.951648 -12.649040 6.788705e-09
182.313840 41.611035 0.023044 4.000000 10.731392 2.030503 -12.487360 5.606476e-09
205.052380 2.480124 0.023057 4.000000 10.866042 1.857064 -11.748700 4.039452e-09
206.313160 19.578691 0.023060 5.000000 10.605219 1.863330 -12.411310 7.641704e-09
187.784880 0.613719 0.023083 2.000000 10.811688 2.007487 -12.587080 4.610344e-09
189.158590 24.428774 0.023089 3.000000 10.707882 1.427683 -10.335230 5.938985e-09
173.315760 24.446893 0.023084 -1.000000 10.916306 1.982595 -12.453030 3.577031e-09
204.325500 57.108942 0.023095 5.000000 10.608444 1.892273 -11.685150 7.580168e-09
190.435620 35.062767 0.023094 3.000000 10.928198 1.415382 -11.138340 3.476393e-09
167.141330 4.831886 0.023106 3.000000 10.968597 1.621530 -11.306770 3.152839e-09
179.441920 14.297420 0.023138 4.000000 10.864810 1.836250 -10.600350 4.051566e-09
206.634250 20.847520 0.023153 1.000000 10.604324 1.598882 -10.876600 7.660774e-09
189.703330 31.984887 0.023164 4.000000 10.857369 1.885808 -12.402060 4.125286e-09
223.126770 29.807401 0.023187 5.000000 10.878411 1.928725 -12.276840 3.920963e-09
199.984780 15.850533 0.023236 4.000000 10.890186 2.016067 -12.350480 3.810840e-09
207.148520 24.015089 0.023266 3.000000 10.746537 1.922366 -12.475000 5.404588e-09
199.174680 21.979784 0.023279 4.000000 10.532071 1.967512 -12.581380 9.153857e-09
29.670555 0.529235 0.023280 4.000000 10.768348 1.721396 -10.790090 5.122501e-09
155.208190 42.972052 0.023289 4.000000 10.996838 1.661118 -11.431630 2.946206e-09
207.020830 7.392305 0.023285 3.000000 10.537246 1.706529 -10.336550 9.039501e-09
193.468770 32.241680 0.023304 -1.000000 10.792861 2.074466 -12.490230 4.826456e-09
181.297690 10.670626 0.023326 4.000000 10.595920 1.794987 -11.935710 7.820572e-09
196.494330 3.956438 0.023368 3.000000 10.646604 1.691907 -11.881250 6.903617e-09
162.363250 12.201003 0.023361 -1.000000 10.683334 2.057003 -12.346810 6.305978e-09
190.807930 31.084968 0.023366 3.000000 10.699404 1.846103 -12.130320 6.062682e-09
174.183820 22.992021 0.023411 -1.000000 10.648261 1.890961 -12.003880 6.874645e-09
233.453840 21.136204 0.023435 3.000000 10.796685 1.841032 -11.609170 4.780639e-09
154.733510 13.157467 0.023458 3.000000 10.509624 1.568012 -10.914740 9.676929e-09
160.873020 39.687390 0.023486 4.000000 10.825172 1.887963 -11.747010 4.461929e-09
210.659700 18.523118 0.023522 4.000000 10.578368 1.800958 -11.722220 8.164299e-09
237.499670 24.801611 0.023524 -1.000000 10.776710 1.865023 -12.228480 5.021164e-09
181.311360 38.235613 0.023553 5.000000 10.786369 1.931960 -12.416470 4.904142e-09
209.448480 7.396277 0.023550 4.000000 10.677677 1.735683 -11.784260 6.394987e-09
164.998130 50.056632 0.023557 4.000000 10.798031 1.949413 -13.221050 4.765497e-09
178.909760 43.045868 0.023662 1.000000 10.774360 1.369746 -10.165730 5.048284e-09
181.052300 43.681436 0.023731 -1.000000 10.552303 1.896522 -12.178650 8.707767e-09
206.395790 35.611128 0.023742 3.000000 10.834641 2.033720 -11.893630 4.359841e-09
134.198730 39.382210 0.023751 4.000000 10.809757 1.890395 -12.188600 4.632087e-09
197.131580 24.700770 0.023760 3.000000 10.777677 1.868207 -10.710780 5.007677e-09
199.907550 40.386112 0.023765 5.000000 10.999193 1.955894 -12.471180 2.929169e-09
162.589970 41.464025 0.023764 1.000000 10.598896 1.280403 -9.541494 7.761949e-09
197.011710 6.481211 0.023778 4.000000 10.553909 1.835584 -11.144910 8.673807e-09
186.959760 26.993526 0.023783 4.000000 10.917157 1.634293 -11.830930 3.570200e-09
191.693080 9.850559 0.023800 4.000000 10.614883 1.823524 -11.290320 7.463692e-09
196.466470 41.721908 0.023829 1.000000 10.758158 1.397907 -10.077950 5.252373e-09
170.386940 2.810440 0.023827 3.000000 10.719916 1.617187 -10.612350 5.766245e-09
194.947240 21.813210 0.023848 3.000000 10.635442 1.439491 -10.735820 7.093853e-09
201.666340 19.944662 0.023864 2.000000 10.561925 1.411685 -10.835220 8.501160e-09
197.173880 52.774271 0.023867 4.000000 10.878624 1.904922 -12.254040 3.919028e-09
197.312270 8.531718 0.023903 4.000000 10.702171 1.959706 -12.328700 6.024520e-09
187.052220 13.899228 0.023916 5.000000 10.620599 1.988206 -12.047320 7.358654e-09
190.902060 41.018539 0.023924 4.000000 10.877509 1.990039 -12.523940 3.928715e-09
