# ID UPID X Y Z VX VY VZ DX_eff DY_eff DZ_eff Rank1 obs_SM obs_SFR SSFR Accret
2701697835.0 -1.0 10.699020 25.941820 22.602871 -136.279999 248.119995 -194.399994 9.206492 28.659210 20.473818 1.027250 11.678427 0.124178 -11.554240 0.144386
2701711339.0 -1.0 14.861380 24.500660 39.153351 -51.459999 277.600006 -416.140015 14.297794 27.540913 34.595819 0.365885 11.573104 0.574263 -10.998699 0.092461
2701698709.0 -1.0 15.337310 25.523010 23.815180 -364.049988 198.050003 -197.639999 11.350264 27.692038 21.650643 0.021602 11.727948 -0.737312 -12.465339 0.061102
2701688807.0 -1.0 10.623450 14.219730 13.430610 81.739998 146.199997 113.839996 11.518660 15.820901 14.677376 0.832978 11.444513 0.433930 -11.010595 0.121010
2701687235.0 -1.0 8.208550 23.161940 17.158739 70.610001 267.970001 -176.759995 8.981865 26.096726 15.222878 -0.767904 11.516271 0.295787 -11.220548 0.047781
2701688491.0 -1.0 11.183270 23.314960 14.336650 -77.199997 124.970001 684.440002 10.337782 24.683621 21.832582 0.744212 11.230193 0.811910 -10.418278 0.220629
2701676750.0 -1.0 9.030770 0.792160 8.139530 16.360001 -415.350006 154.059998 9.209943 -3.756720 9.826783 -0.006586 11.210051 -0.935917 -12.145755 0.122294
2701689323.0 -1.0 17.538019 16.188959 12.102780 98.769997 28.700001 28.080000 18.619740 16.503279 12.410310 0.218854 11.497068 0.022841 -11.474437 -0.001295
88000001209388464.0 2701699810.0 9.450126 10.457949 20.247738 -240.264740 -135.479492 -297.713654 6.818766 8.974188 16.987202 -1.583476 11.214844 0.620448 -10.594483 -inf
2701687963.0 -1.0 11.211600 20.010050 14.479170 -361.549988 174.139999 27.650000 7.251934 21.917217 14.781991 -0.184842 11.473049 0.077368 -11.395774 0.026301
2701712140.0 -1.0 3.255920 15.598310 47.464241 -127.000000 27.389999 -278.010010 1.865026 15.898283 44.419498 0.048750 11.316390 0.983401 -10.333014 0.037444
2701676885.0 -1.0 12.662850 1.638950 11.102650 -133.000000 28.160000 -313.799988 11.206245 1.947356 7.665938 -0.112559 11.117603 0.109579 -11.008065 0.043337
2701712354.0 -1.0 14.306380 16.705231 34.843960 -131.729996 404.970001 -267.420013 12.863684 21.140430 31.915197 -0.134660 11.131619 -0.786748 -11.918653 0.009160
2701677002.0 -1.0 9.442050 7.374570 11.376800 291.929993 62.430000 -111.660004 12.639244 8.058298 10.153909 -0.433345 11.104487 0.940367 -10.164309 0.021794
2701736566.0 -1.0 20.658110 12.950280 89.505257 -83.459999 219.770004 87.589996 19.744063 15.357183 90.464536 0.428374 11.577377 0.533645 -11.043687 0.107968
2701737554.0 -1.0 3.575400 9.772320 85.780952 -134.820007 137.199997 -272.559998 2.098862 11.274923 82.795897 0.443433 11.433450 0.111263 -11.322119 0.013271
2701737489.0 2701737476.0 11.330970 0.620680 88.650711 183.449997 75.199997 99.239998 13.340100 1.444264 89.737579 -0.833302 11.114611 -0.394695 -11.509339 -0.354470
2701723386.0 -1.0 17.888700 10.794890 62.845482 -101.339996 4.830000 -143.740005 16.778832 10.847788 61.271253 0.547524 11.107888 0.382377 -10.725611 0.010942
2701737957.0 -1.0 5.980770 6.310910 84.425217 -249.419998 26.440001 90.769997 3.249142 6.600479 85.419323 1.151981 11.146438 -0.269460 -11.416008 -0.032209
2701723592.0 -1.0 7.422370 4.901530 60.290619 -112.629997 2.260000 -88.370003 6.188855 4.926281 59.322798 -0.249330 11.356217 -0.448184 -11.804377 0.029778
2701738143.0 -1.0 16.039459 24.144300 92.445976 -158.470001 204.389999 147.899994 14.303908 26.382763 94.065765 0.110531 11.267172 -0.864867 -12.132061 0.067803
2701723735.0 -1.0 9.770480 4.530270 60.778519 -98.129997 68.470001 -41.509998 8.695768 5.280148 60.323905 -0.472015 11.189209 -1.101824 -12.290985 0.041489
2701751062.0 -1.0 18.225960 24.279160 95.524879 -243.910004 109.559998 78.580002 15.554677 25.479052 96.385481 -0.785902 11.145818 0.948315 -10.197568 -0.002667
2701738412.0 -1.0 4.536010 22.483610 89.122063 39.770000 214.770004 -130.190002 4.971568 24.835754 87.696233 1.362965 11.250176 0.116276 -11.133772 0.037081
2701738359.0 -1.0 0.687860 11.710230 83.559517 36.419998 60.480000 -261.589996 1.086729 12.372602 80.694604 0.974923 11.280806 0.012415 -11.268331 -0.004519
2701750652.0 -1.0 14.993650 17.097521 103.941360 111.129997 172.970001 88.989998 16.210737 18.991875 104.915971 1.623026 11.086004 0.340246 -10.745694 0.193778
2701764545.0 -1.0 14.648020 2.423940 118.209679 114.930000 -41.090000 7.510000 15.906724 1.973926 118.291928 0.142517 11.229938 -0.609065 -11.838932 -0.001757
2701764269.0 -1.0 13.368510 3.218450 117.352402 181.850006 -109.589996 39.380001 15.360117 2.018229 117.783689 1.639372 11.150449 0.271144 -10.879097 0.154167
2701765038.0 -1.0 13.742550 10.655790 114.651192 189.520004 65.889999 100.910004 15.818158 11.377412 115.756350 1.031804 11.231979 0.651375 -10.580375 0.008754
2701765055.0 -1.0 19.132721 15.212780 114.392761 168.789993 34.040001 14.290000 20.981295 15.585583 114.549264 -0.369791 11.257918 0.603469 -10.654430 -0.021155
2701814618.0 -1.0 14.773240 22.134920 183.794525 -388.000000 176.470001 -96.449997 10.523895 24.067605 182.738212 -0.503883 11.576111 -0.302248 -11.878440 0.036502
2701813261.0 2701813306.0 12.073050 1.137670 180.367050 364.290009 210.190002 -502.040009 16.062725 3.439654 174.868748 1.004959 11.612890 0.265996 -11.346981 0.104475
2701825556.0 -1.0 9.036800 4.990790 184.495209 25.690001 -167.619995 21.219999 9.318155 3.155029 184.727609 0.302457 11.269046 0.273927 -10.994819 0.030535
2701814901.0 -1.0 11.607870 23.390129 182.447769 -380.640015 -100.320000 38.750000 7.439131 22.291432 182.872156 0.856056 11.363048 0.296226 -11.066918 0.061227
2701815096.0 -1.0 2.924470 20.644911 182.757584 -68.480003 354.019989 19.230000 2.174483 24.522109 182.968189 -0.025519 11.454540 0.230960 -11.223735 0.015246
2701801111.0 -1.0 7.522390 12.129370 170.644440 92.199997 199.259995 368.000000 8.532157 14.311649 174.674746 0.415774 11.184691 -0.777024 -11.961777 0.047087
2701825635.0 -1.0 2.713160 0.679070 199.343491 141.600006 -81.050003 306.790009 4.263952 -0.208583 202.703431 0.881905 11.371437 1.025306 -10.346016 0.033044
2701801004.0 -1.0 8.785610 24.641590 164.938492 112.699997 358.820007 37.230000 10.019891 28.571358 165.346232 0.655601 11.247973 0.375664 -10.872571 0.015216
2701826017.0 -1.0 5.266000 15.668900 190.485107 -116.489998 30.379999 -123.220001 3.990211 16.001619 189.135611 1.163990 11.176670 0.502700 -10.674074 0.016275
2701813775.0 2701813707.0 11.244310 11.914330 174.432755 70.430000 828.070007 358.910004 12.015654 20.983286 178.363509 1.016577 11.277151 -0.125982 -11.403293 -0.011803
2701814381.0 2701814320.0 9.217650 23.681629 181.763824 -3.720000 7.350000 -33.580002 9.176909 23.762126 181.396059 -1.593368 11.275542 0.201124 -11.074327 -2.936572
2701816220.0 -1.0 14.717520 1.872900 177.643448 -440.700012 -214.360001 215.240005 9.891009 -0.474754 180.000739 0.877328 11.276921 0.918450 -10.358328 0.013144
2701826537.0 -1.0 0.107480 5.912680 185.025757 127.519997 120.519997 157.110001 1.504069 7.232605 186.746413 0.738738 11.115943 0.338058 -10.777804 0.057782
2701802199.0 -1.0 11.829270 4.423060 173.444855 61.480000 72.260002 433.380005 12.502594 5.214446 178.191198 -0.130285 11.091315 -0.009972 -11.101330 0.047991
2701827080.0 -1.0 17.372669 20.547920 185.368027 -380.529999 266.390015 -190.830002 13.205135 23.465402 183.278072 0.483234 11.127429 0.485721 -10.641684 0.023365
2701840287.0 -1.0 10.540200 1.747620 201.466858 -385.339996 -160.399994 -179.929993 6.319987 -0.009068 199.496279 -0.448840 11.731750 0.188647 -11.543027 -0.011478
2701841113.0 -1.0 1.811600 4.962010 203.760056 79.830002 -263.059998 -124.570000 2.685892 2.080998 202.395775 0.336701 11.247973 0.240799 -11.007314 0.109772
2701841241.0 -1.0 0.624280 20.446600 210.462997 -202.289993 -76.699997 -272.339996 -1.591184 19.606588 207.480351 1.337890 11.634175 0.032216 -11.601886 0.132428
2701840320.0 -1.0 8.687020 2.308220 201.189941 -69.400002 -207.550003 -80.919998 7.926957 0.035149 200.303712 -0.149431 11.322839 -0.695941 -12.018771 0.013753
2701827498.0 -1.0 7.654610 3.278120 200.421204 14.480000 -393.320007 519.229980 7.813194 -1.029489 206.107769 -0.410473 11.360404 0.192846 -11.167491 0.058412
2701864565.0 -1.0 4.649910 12.407550 235.619614 -46.509998 -252.679993 121.550003 4.140536 9.640219 236.950820 0.089865 11.220108 1.193125 -10.026826 0.030357
2701849985.0 -1.0 14.788260 24.641100 221.670410 -1.760000 8.480000 74.279999 14.768985 24.733972 222.483919 -0.887996 11.367356 0.077731 -11.289798 -0.016779
2701841816.0 -1.0 0.574320 1.836530 206.105392 -192.889999 -30.770000 -281.890015 -1.538196 1.499539 203.018155 -0.182807 11.094820 -0.586533 -11.681311 -0.014029
