# ID UPID X Y Z VX VY VZ DX_eff DY_eff DZ_eff Rank1 obs_SM obs_SFR SSFR Accret
2728921696.0 -1.0 10.675690 25.985750 22.572029 -108.180000 267.619995 -186.380005 9.518790 28.847736 20.578841 1.089433 11.678154 -0.001174 -11.679438 0.148830
2728935180.0 -1.0 14.857070 24.546709 39.085468 -37.610001 267.540009 -443.769989 14.454861 27.407840 34.339696 0.479028 11.574610 0.721068 -10.853562 0.099413
2728922555.0 -1.0 15.279110 25.555161 23.780540 -365.760010 202.490005 -197.000000 11.367593 27.720633 21.673779 -0.060569 11.562055 -0.465720 -12.027797 0.063894
2728912638.0 -1.0 10.625400 14.244650 13.448820 72.080002 159.149994 98.449997 11.396239 15.946634 14.501666 0.813060 11.525304 0.148911 -11.376337 0.112747
2728911086.0 -1.0 8.211890 23.200310 17.124941 62.650002 251.479996 -153.690002 8.881883 25.889691 15.481347 -0.718280 11.497483 -0.791290 -12.288952 0.053461
2728900573.0 -1.0 9.035360 0.725310 8.163260 20.959999 -420.429993 146.279999 9.259511 -3.770859 9.727610 0.233049 11.182700 -0.555331 -11.738024 0.124394
2728913144.0 -1.0 17.552710 16.190069 12.112110 98.370003 18.270000 18.670000 18.604700 16.385452 12.311771 0.336852 11.519434 -0.288024 -11.807433 0.001691
90000001209388464.0 2728923656.0 9.427727 10.447625 20.194830 -59.202126 13.898446 -335.219086 8.794607 10.596258 16.609925 -1.608758 11.162266 0.432969 -10.729321 -inf
2728911802.0 -1.0 11.156310 20.043449 14.486700 -361.829987 205.600006 59.119999 7.286822 22.242180 15.118942 -0.367846 11.425697 0.205746 -11.219899 0.046438
2728935962.0 -1.0 3.233340 15.603960 47.415501 -121.540001 24.730000 -277.779999 1.933565 15.868428 44.444862 0.248551 11.424718 0.518382 -10.906228 0.047241
2728900705.0 -1.0 12.641710 1.642890 11.050910 -132.520004 25.040001 -320.649994 11.224512 1.910673 7.621810 -0.198646 11.211654 -0.416121 -11.627825 0.039157
2728936078.0 -1.0 4.212320 11.351090 45.637421 -228.190002 233.029999 -144.979996 1.772007 13.843163 44.086974 0.678708 11.129045 -0.701365 -11.830326 0.038730
2728936171.0 -1.0 14.283920 16.771200 34.800522 -124.690002 411.179993 -260.040009 12.950458 21.168448 32.019598 0.613138 11.112940 -0.544242 -11.656985 0.018539
2728912309.0 2728912325.0 10.658960 23.535170 14.561730 -69.430000 39.619999 42.849998 9.916461 23.958875 15.019977 -1.212890 11.225309 -1.076445 -12.301899 -0.307492
2728924536.0 -1.0 6.674470 14.385610 26.581560 -144.110001 303.619995 -248.979996 5.133326 17.632588 23.918914 -0.089288 11.092721 0.111263 -10.981300 0.075174
2728960466.0 -1.0 20.643391 12.989560 89.524094 -104.370003 205.300003 98.169998 19.527236 15.185083 90.573945 0.477544 11.503246 0.409764 -11.093557 0.129451
2728946973.0 -1.0 19.755871 1.472810 65.185806 -137.410004 -66.980003 -55.169998 18.286379 0.756511 64.595806 -0.370157 11.147367 0.000000 -11.147154 0.022346
2728961233.0 -1.0 2.314730 9.863160 84.865250 -79.790001 54.220001 45.340000 1.461438 10.443000 85.350126 -0.556264 11.464490 -0.317133 -11.781727 -0.001695
2728947235.0 -1.0 17.874411 10.794590 62.819698 -90.989998 1.740000 -153.360001 16.901344 10.813198 61.179633 0.334178 11.153815 1.135769 -10.017819 0.018244
2728961846.0 -1.0 5.937780 6.318720 84.435867 -235.509995 52.959999 69.550003 3.419185 6.885086 85.179650 1.266173 11.100715 -0.528855 -11.629487 -0.030640
2728947442.0 -1.0 7.402630 4.902110 60.277260 -121.930000 4.410000 -86.900002 6.098684 4.949271 59.347933 -0.282470 11.240799 -0.060930 -11.301812 0.027307
2728962029.0 -1.0 16.012711 24.179581 92.472137 -166.539993 203.830002 153.949997 14.231696 26.359383 94.118512 0.256545 11.215373 0.634679 -10.580705 0.069381
2728947583.0 -1.0 9.754050 4.541430 60.773270 -99.410004 66.400002 -32.270000 8.690938 5.251526 60.428168 -0.326993 11.130977 -0.736364 -11.867100 0.086841
2728962308.0 -1.0 4.542040 22.518431 89.101410 35.919998 215.369995 -121.709999 4.926176 24.821644 87.799817 1.367189 11.168792 0.070776 -11.097997 0.042028
2728962253.0 -1.0 0.694670 11.720280 83.515587 30.930000 59.000000 -256.279999 1.025442 12.351239 80.774873 1.198293 11.269046 0.594945 -10.674074 -0.000998
2728974584.0 -1.0 15.012000 17.128920 103.953850 123.959999 211.600006 78.379997 16.337655 19.391816 104.792063 1.471995 11.144574 0.462697 -10.681937 0.183201
2728988557.0 -1.0 14.669230 2.417580 118.211884 114.720001 -38.549999 5.910000 15.896071 2.005318 118.275087 -0.046503 11.265054 -0.373968 -11.639028 -0.000110
2728988278.0 -1.0 13.399460 3.201030 117.364792 197.669998 -100.230003 63.560001 15.513386 2.129149 118.044516 1.290892 11.128076 0.324077 -10.804100 0.142249
2728974781.0 -1.0 17.572300 24.164129 101.093552 -81.980003 207.009995 -11.970000 16.695588 26.377939 100.965542 0.041809 11.332236 -0.347464 -11.679854 0.010465
2728989047.0 -1.0 13.772880 10.665730 114.667839 187.289993 66.959999 96.919998 15.775800 11.381815 115.704322 1.066867 11.242293 0.412629 -10.829738 0.014535
2728989063.0 -1.0 19.161230 15.216770 114.396820 168.520004 27.250000 10.760000 20.963419 15.508187 114.511890 -0.384730 11.208441 0.577377 -10.631155 -0.006015
2729038567.0 -1.0 14.710180 22.162350 183.778259 -389.829987 176.289993 -102.980003 10.541254 24.047633 182.676969 -0.405793 11.520352 -0.304431 -11.824778 0.034535
2729037242.0 2729037270.0 12.127970 1.181220 180.289124 342.420013 269.299988 -548.900024 15.789884 4.061172 174.419068 0.872801 11.380573 -1.019542 -12.400117 0.119117
2729038845.0 -1.0 11.554650 23.381121 182.455948 -353.190002 -69.209999 40.380001 7.777560 22.640974 182.887780 0.899546 11.486855 0.104146 -11.382790 0.062485
2729039041.0 -1.0 2.912610 20.706289 182.761261 -67.669998 358.010010 17.170000 2.188932 24.534925 182.944881 0.199096 11.366236 0.645127 -10.721018 0.022964
2729025033.0 -1.0 7.538010 12.162480 170.705154 90.910004 193.000000 371.480011 8.510221 14.226464 174.677842 0.408226 11.290702 -0.432268 -11.723079 0.044399
2729049557.0 -1.0 2.737110 0.660710 199.391968 140.000000 -74.610001 308.279999 4.234300 -0.137185 202.688781 0.999502 11.469380 0.766041 -10.703335 0.035334
2729039160.0 -1.0 4.674120 17.814100 182.203888 -63.709999 383.079987 76.120003 3.992791 21.910840 183.017932 1.953408 11.236285 -0.327164 -11.563519 0.202254
2729024933.0 -1.0 8.806380 24.700991 164.942780 109.080002 352.570007 41.599998 9.972905 28.471451 165.387659 0.820357 11.307282 0.952017 -10.355365 0.019074
2729049931.0 -1.0 5.238280 15.678650 190.457291 -115.190002 16.790001 -115.949997 4.006413 15.858206 189.217297 0.956625 11.243286 0.117603 -11.125576 0.016458
2729037726.0 2729037666.0 11.234790 12.037290 174.474350 -115.980003 700.700012 226.720001 9.994475 19.530727 176.898943 -0.787226 11.347915 -0.609418 -11.957424 -0.122203
2729038323.0 2729038268.0 9.204220 23.695351 181.751480 -151.600006 150.369995 -117.769997 7.582977 25.303440 180.492022 -1.531894 11.343802 -0.215240 -11.559091 -1.502130
2729040140.0 -1.0 14.649290 1.835840 177.679672 -408.489990 -221.970001 229.639999 10.280810 -0.537955 180.135492 1.410952 11.159868 0.485295 -10.674690 0.008342
2729025410.0 -1.0 13.183300 20.156231 171.529556 -148.039993 36.560001 62.189999 11.600128 20.547212 172.194629 0.296810 11.165244 -0.003970 -11.169219 0.045181
2729040361.0 -1.0 1.149330 21.302790 177.853058 -154.669998 272.109985 219.020004 -0.504744 24.212793 180.195305 -0.122804 11.137671 0.129045 -11.008375 -0.014358
2729050979.0 -1.0 17.310230 20.592300 185.336807 -385.250000 263.660004 -187.250000 13.190283 23.411937 183.334315 0.455360 11.164353 -0.077846 -11.242225 0.024959
2729065021.0 -1.0 1.827710 4.914990 203.739548 86.769997 -269.630005 -135.979996 2.755647 2.031508 202.285349 -0.013679 11.327359 -0.266241 -11.593630 0.125844
2729065150.0 -1.0 0.570080 20.417130 210.389572 -139.839996 -32.790001 -142.919998 -0.925399 20.066467 208.861155 1.349171 11.585122 0.050380 -11.534766 0.098373
2729064239.0 -1.0 8.672990 2.272940 201.175095 -67.919998 -215.830002 -77.480003 7.946639 -0.035193 200.346507 -0.270822 11.288696 -0.649558 -11.938171 0.007876
2729088301.0 -1.0 14.750470 22.200701 235.254669 99.330002 46.759998 14.990000 15.812727 22.700763 235.414975 1.238154 11.241048 0.141136 -11.099906 0.048584
2729051394.0 -1.0 7.659870 3.208760 200.509933 20.280001 -405.829987 520.789978 7.876749 -1.131274 206.079374 -0.522455 11.430075 -0.492144 -11.922269 0.071267
2729088518.0 -1.0 4.641960 12.366420 235.640778 -46.189999 -248.759995 122.400002 4.147994 9.706127 236.949750 0.512530 11.261501 0.557507 -10.703993 0.033521
2729073927.0 -1.0 14.787740 24.643270 221.686752 9.640000 7.610000 70.250000 14.890832 24.724653 222.438021 -0.760517 11.338656 0.315130 -11.023650 -0.035291
2729065730.0 -1.0 0.544720 1.831970 206.061020 -182.589996 -35.610001 -273.459991 -1.407937 1.451149 203.136580 -0.100522 11.206286 -0.730721 -11.937042 -0.010029
2729088646.0 -1.0 17.506889 21.619110 231.981400 38.480000 70.900002 118.720001 17.918402 22.377330 233.251017 0.616776 11.200029 0.414472 -10.785686 0.027650
2729063879.0 2729063873.0 6.219920 3.651280 201.365662 52.680000 -28.959999 -609.880005 6.783291 3.341576 194.843473 -0.417234 11.131939 -1.480960 -12.612788 -0.083035
2729066097.0 -1.0 0.872060 0.454550 207.484100 -227.210007 32.919998 -225.149994 -1.557773 0.806604 205.076297 0.838994 11.205204 -1.114243 -12.319483 0.012070
2730323428.0 2730310997.0 5.512200 249.462234 22.143940 155.880005 147.320007 -172.839996 7.179214 251.037706 20.295552 -2.224970 11.446537 -0.964971 -12.411504 -1.185039
2730466305.0 -1.0 3.697920 249.788574 228.431137 -101.940002 -293.570007 38.750000 2.607752 246.649073 228.845538 0.505507 11.475816 -0.704433 -12.180324 0.046327
2740222178.0 -1.0 248.516205 20.991899 44.454319 51.430000 20.110001 -280.000000 249.066209 21.206960 41.459938 -0.220263 11.500236 -1.298087 -12.798330 0.017009
2728934276.0 -1.0 10.507740 33.244362 33.574730 -48.730000 211.669998 -410.820007 9.986611 35.508007 29.181332 0.036337 11.702086 -0.707966 -12.410050 0.051989
2728911665.0 -1.0 6.766250 30.067160 15.338000 57.459999 9.260000 343.829987 7.380740 30.166188 19.014992 0.278837 11.741703 0.487421 -11.254223 0.036570
2729124182.0 -1.0 8.050010 34.136879 33.000309 482.589996 -177.610001 -410.070007 13.210932 32.237479 28.614932 0.834595 11.468938 0.900422 -10.568636 0.081688
7000002632860935.0 2728935715.0 13.341159 27.441832 33.165432 -67.413094 292.911591 -462.070709 12.620229 30.574292 28.223948 -0.063183 11.433130 0.180126 -11.253132 -inf
2728923489.0 -1.0 14.696860 27.269911 30.130590 -441.989990 138.440002 -219.169998 9.970123 28.750418 27.786739 -0.266750 11.320562 0.008174 -11.312114 0.019105
2728910560.0 -1.0 3.716240 28.903770 16.614429 -41.410000 -13.220000 319.100006 3.273393 28.762392 20.026953 -0.456722 11.424882 -0.738261 -12.163296 0.019862
2729114508.0 -1.0 17.880480 38.495590 15.525860 -83.040001 150.860001 -158.210007 16.992432 40.108919 13.833928 1.869833 11.103119 -0.256098 -11.359022 0.163502
2728913399.0 -1.0 11.157270 30.306190 13.455550 -267.750000 -71.309998 347.649994 8.293894 29.543585 17.173394 0.630829 11.246252 0.318689 -10.927750 0.064727
2728936109.0 -1.0 11.730380 31.708759 45.065521 -104.860001 -37.310001 -463.500000 10.608984 31.309758 40.108752 0.878432 11.083503 0.981184 -10.102483 0.068087
2728923023.0 -1.0 5.642210 28.180611 24.272230 -51.529999 -63.240002 -421.140015 5.091137 27.504309 19.768468 -0.090573 11.370328 0.772762 -10.597567 0.002895
2728936365.0 -1.0 8.652570 28.482370 47.053299 15.440000 126.349998 -453.019989 8.817689 29.833584 42.208605 1.336132 11.182129 -0.374893 -11.556894 0.057211
2729161237.0 -1.0 11.214270 35.936081 80.534607 76.559998 125.629997 171.059998 12.033019 37.279595 82.363960 -0.430960 11.592621 -0.484789 -12.077326 0.104314
2728974045.0 -1.0 0.678930 32.121929 99.786728 181.880005 426.989990 82.889999 2.623994 36.688252 100.673172 1.067341 11.573452 -0.322028 -11.895513 0.095331
2728973729.0 2728973749.0 11.092280 32.764431 99.719788 331.029999 463.779999 -46.450001 14.632386 37.724195 99.223042 -0.311853 11.453624 -0.420674 -11.874194 0.030991
2728961112.0 -1.0 10.082690 26.042761 89.007133 -8.240000 234.789993 111.940002 9.994570 28.553656 90.204244 0.998433 11.503246 0.692935 -10.810229 0.046875
2729161632.0 -1.0 15.177580 38.724190 74.282310 -282.309998 216.970001 44.029999 12.158496 41.044514 74.753176 0.589580 11.131939 -0.987163 -12.118901 0.166925
2728946835.0 -1.0 5.477220 31.150690 73.150269 -127.059998 188.350006 211.130005 4.118413 33.164946 75.408139 0.069896 11.144263 -0.298605 -11.442733 0.044172
2729175119.0 -1.0 16.742729 37.923569 98.074318 -330.640015 -38.990002 3.300000 13.206793 37.506601 98.109609 1.085866 11.180126 -0.768276 -11.948076 0.177114
2728975257.0 -1.0 8.820330 29.078621 97.718742 24.240000 417.630005 51.889999 9.079558 33.544847 98.273665 -0.113242 11.081347 0.249687 -10.831503 0.054625
2728947820.0 -1.0 10.267860 33.132370 51.394989 -13.710000 -30.360001 -298.029999 10.121242 32.807694 48.207792 0.645793 11.234770 0.078094 -11.156643 0.044815
2729174429.0 2729174414.0 9.660260 35.111401 94.806297 340.369995 434.690002 265.609985 13.300250 39.760070 97.646788 -1.062693 11.370698 -0.532836 -11.903438 -0.286369
2729210753.0 -1.0 7.815350 36.716709 146.839798 155.160004 327.989990 449.019989 9.474665 40.224305 151.641715 -0.139314 11.732555 0.128076 -11.604324 0.075492
2729222745.0 -1.0 5.309560 40.861912 148.737198 440.440002 134.179993 316.000000 10.019721 42.296862 152.116570 0.673230 11.523096 -0.357733 -11.880744 0.147197
2728988145.0 -1.0 1.533450 33.011269 130.050659 5.750000 411.109985 252.100006 1.594942 37.407768 132.746671 1.502784 11.246006 0.307924 -10.938171 0.094757
2728999871.0 -1.0 20.401699 29.120251 137.352173 -113.550003 315.200012 279.630005 19.187371 32.491068 140.342597 -0.780806 11.303844 -0.338282 -11.642065 -0.005897
2728987495.0 -1.0 2.451860 32.959721 117.311897 -204.199997 446.239990 163.919998 0.268101 37.731908 119.064893 -0.608687 11.486855 -0.537153 -12.023971 0.024850
2729224968.0 -1.0 20.171820 35.280411 146.790314 -700.820007 -214.119995 778.530029 12.677099 32.990565 155.116082 0.309682 11.094122 -0.715569 -11.809668 0.042150
2729224246.0 -1.0 10.059240 35.463440 148.212311 -70.519997 1098.500000 361.010010 9.305084 47.211037 152.073030 -0.446886 11.481299 -1.133417 -12.614751 0.028298
2729213192.0 -1.0 12.963650 34.312038 146.386963 -291.250000 357.320007 945.429993 9.848960 38.133295 156.497596 -0.114180 11.268578 -0.427477 -11.696156 -0.007049
2729000362.0 -1.0 7.682070 33.534821 138.021881 -126.150002 357.579987 603.099976 6.332995 37.358859 144.471563 0.259281 11.164650 -0.723538 -11.888066 0.063138
2729000802.0 -1.0 2.799400 27.235121 145.422272 150.320007 602.559998 427.329987 4.406955 33.679028 149.992231 0.430707 11.338656 -0.546223 -11.884722 0.033891
2728989310.0 -1.0 5.099220 29.688551 115.595940 -172.940002 412.980011 125.959999 3.249762 34.105049 116.942983 0.759432 11.226858 -0.413638 -11.640544 0.056623
2729200609.0 -1.0 18.902090 35.914089 128.884903 -92.040001 68.000000 283.649994 17.917794 36.641296 131.918317 -0.043401 11.137354 -1.573814 -12.711304 0.051850
2729213649.0 -1.0 4.695260 37.935719 145.854950 573.679993 369.760010 710.500000 10.830318 41.890013 153.453191 0.112657 11.088136 -0.159455 -11.247721 0.020190
2728975588.0 -1.0 2.634720 33.356571 104.030052 -33.860001 293.730011 -183.589996 2.272614 36.497783 102.066701 1.021680 11.182129 0.064832 -11.117134 0.009500
2729001356.0 -1.0 0.941560 25.651100 145.758835 205.300003 591.179993 348.239990 3.137083 31.973307 149.482989 0.348486 11.139564 0.700704 -10.438899 0.061200
42000002102794080.0 2729022148.0 17.988068 33.377491 152.734818 -610.901794 471.728912 2255.777588 11.454952 38.422262 176.858591 -1.688713 11.146748 0.327972 -10.818728 -inf
2729234366.0 -1.0 12.158210 38.635841 156.554626 110.379997 -431.220001 -728.080017 13.338638 34.024281 148.768381 -0.673948 11.746712 -0.101165 -11.848018 0.159984
2729241272.0 2729022148.0 16.327101 34.896530 152.611877 404.950012 -519.010010 -732.650024 20.657724 29.346125 144.776759 -0.577767 11.694166 -1.407268 -13.101384 0.023419
2729049019.0 -1.0 19.453211 28.570471 188.508560 -244.720001 -32.980000 -158.289993 16.836122 28.217776 186.815773 -0.298223 11.531096 -0.845576 -12.376647 -0.062989
2729234921.0 -1.0 9.766520 38.725769 152.219193 165.809998 -29.270000 152.429993 11.539728 38.412749 153.849312 0.115364 11.501880 0.143015 -11.358923 0.053976
2729235178.0 -1.0 17.028061 39.016739 152.177612 -769.500000 -741.729980 504.510010 8.798862 31.084518 157.572951 0.651083 11.275311 -0.988853 -12.264002 0.046772
2729012336.0 -1.0 1.448200 28.319920 150.437271 192.610001 582.770020 113.209999 3.508013 34.552189 151.647963 -0.512685 11.260071 -0.682354 -11.942714 0.014967
